Name,Rating,Review,Specification
HP Pavilion 14 x360 2-in-1 Intel Core i5 13th Gen – 8GB DDR4 RAM – 256GB NVMe SSD – 14″ FHD TouchScreen Display – Windows 11 – FingerPrint Reader,0,0,Brand No Brand SKU 128841893_NP-1036777636 Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th
Dell Latitude E7480 I5-7th Gen 256 GB SSD 8 GB RAM 14 Inch Screen Ultrabook,0,0,
"Asus Vivobook X1402Z Core i5 12th Gen/8GB RAM/512GB SSD/14"" FHD/Backlit Keyboard/Win 11",0,0,
Acer A514-54-542B ntel Core i5-1135G7 Memory: 8GB RAM Storage: 256GB SSD Screen: 14”FHD Screen OS: Win 10,0,0,Brand No Brand SKU 123728590_NP-1033603164 Storage Capacity 256GB Ram Memory 8GB Display Size 14 Inch Operating System Windows 10 Processor Intel Core i5 Generation 10th CPU Cores Quad Core
Asus Vivobook Flip 14 TP3402VA-LZ248W i9-13900H | 16GB | 1TB SSD |Intel Iris Xe | Touch | WUXGA,0,0,Brand No Brand SKU 130177834_NP-1038091990 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Dodeca Core Ram Memory 16GB Camera Front (Megapixels) 6-10 MP Model No. TP3402VA Touch Pad Yes Input Output ports HDMI
Acer Aspire 3 AMD Ryzen 5 7520U 15.6 FHD Display 8GB Ram 512GB SSD AMD Radeon graphics,0,0,Brand No Brand SKU 129145235_NP-1037163138 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor AMD Generation 13th
"Lenovo V15 Laptop/ Celeron/ 4GBRAM/256GB SSD/15.6""",0,0,Brand No Brand SKU 128898839_NP-1036853015 Display Size 15.6 Inch Operating System Windows CPU Cores Dual Core Ram Memory 4GB Storage Capacity 256GB Processor Intel Celeron Generation 10th
"Asus Expertbook B1400 i7 12th Gen 32GB RAM 256ssd+1TB HDD 14"" FHD Screen Laptop",0,0,Brand No Brand SKU 128430968_NP-1035921521 Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 32GB Storage Capacity 256GB Processor Intel Core i7 Generation 12th Warranty Policy EN As per the terms and conditions mentioned on the warranty card.
Asus ZenBook 14 UX3402ZA i5 1240P / 16GB RAM / 512GB SSD / 14'' 2.8K display / Magic NumPad,0,0,
Acer A315-58G-55Xc Intel Core I5-1135G7 Memory:8Gb Ddr Ram Storage:1Tb Hhd Graphics: Mx350 Screen: 15.6”Fhd Screen Os: Win 10,0,0,Brand No Brand SKU 123726598_NP-1033603673 Storage Capacity 1TB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows 10 Processor Intel Core i5 Generation 10th CPU Cores Quad Core
"ASUS ZenBook Laptop[UM3402Y] 14” 2.8K OLED Display, AMD Ryzen 7-7730U CPU 16GB RAM, 512GB PCIEG3",0,0,Brand No Brand SKU 130078516_NP-1037973723 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 512GB Processor Ryzen 7 Generation Not Specified
HP Envy x360 15 2-IN-1 Core™ i7-13th Gen/ 512GB SSD/ 12GB RAM/ 15.6″ FHD 360 Touch/ WIN11/ Backlit Keyboard,0,0,
HP Laptop 348 NoteBook G7,0,0,Brand No Brand SKU 129118407_NP-1037137909 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 10th Warranty Policy EN Warranty card required
"Dell Vostro 3520 | Core™ i5-1235U | 8GB | 256GB | 15.6"" FHD | UBUNTU",0,0,Brand No Brand SKU 128951880_NP-1037623278 Display Size 15.6 Inch Operating System Linux/Ubuntu CPU Cores Octa Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th Warranty Policy EN Not cover physical damage electric short circuit water dranage
"Lenovo V15 Intel Core i5-1235U, 8GB RAM 256GB SSD, 15.6""FHD",0,0,Brand No Brand SKU 128021709_NP-1035075427 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th
Laptop Lenovo Celeron 4GB 128 GB 14'' IPS,0,0,
HP 15s-du2101TU 15.6 inch Display 10th Gen Intel Core i5 8GB RAM 1TB HDD win 10 home PPP,0,0,Brand No Brand SKU 105858082_NP-1027710723 Graphic Card AMD Radeon Ram Memory 8GB Operating System Windows Generation 10th Storage Capacity 1TB Touch Pad Not Specified Display Size 15.6 Inch Graphics memory Not Specified Processor Intel Core i5
"HP Victus i5 13th Gen | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6"" FHD 144Hz Laptop",0,0,Brand No Brand SKU 129276758_NP-1037312316 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 16GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
"Lenovo IP1 Ryzen5 7520U/ 8GB RAM/256GB SSD/14"" FHD",0,0,Brand No Brand SKU 128903602_NP-1036848025 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 256GB Processor Ryzen 5 Generation 12th
HP Laptop 15-dy2795wm /i5 1135G7 / 8gb DDR4 Ram /256gb SSD / 15 inch FHD LED Display,0,0,
MSI Note Book Modern 14 B10MW,0,0,Brand No Brand SKU 119767908_NP-1032758730 Storage Capacity 256GB Ram Memory 8GB Display Size Not Specified Operating System Not Specified Generation 10th Processor Intel Core i7 CPU Cores Not Specified
Acer Aspire 3 (AMD Ryzen 3 7320U Processor | 4GB RAM | 256GB SSD,0,0,Brand No Brand SKU 129587803_NP-1037520809 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 4GB Camera Front (Megapixels) 6-10 MP Model No. Aspire 3 Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card AMD Radeon Battery Life 1-5 Hour Storage Capacity 256GB Processor AMD Storage Type SSD Touch No Graphics memory Integrated Graphics Card
"Dell Vostro 3510 I5 11 Gen, 8 Gb Ddr4 Ram, 256 Gb Ssd, 2.40 Ghz To 4.20 Ghz",0,0,Brand No Brand SKU 127990535_NP-1036036631 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. Vostro 3510 Touch Pad Yes Input Output ports USB 2.0 AC Adapter Yes Graphic Card Intel Integrated
HP 15s- fq4021TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),0,0,Brand No Brand SKU 113452162_NP-1030942219 Ram Memory 8GB Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 512GB Display Size 15.6 Inch Processor Intel Core i5
Acer I7 13Th Gen With Back Lit 8Gb 512GB Ssd,0,0,Brand No Brand SKU 130151453_NP-1038050218 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i7 Generation 13th
"Lenovo IdeaPad Slim 3 13th Gen Intel Core I3 8GB RAM, 256GB SSD",0,0,
Lenovo IP 1 Ryzen 3 7320U 4GB RAM/256GB SSD/15.6 Display,0,0,Brand No Brand SKU 128105485_NP-1035187368 Battery Life 1-5 Hour Ram Memory 4GB Graphic Card AMD Operating System Windows Generation Not Specified CPU Cores Quad Core Storage Capacity 256GB Storage Type SSD Display Size 15.6 Inch Graphics memory Integrated Graphics Card Processor Ryzen 3 Quad Core Model No. Lenovo IP 1 15AMN7
"Dell Latitude 3510 (15""/10th generation i5 processor / 4GB RAM / 1TB SATA)",0,0,Brand No Brand SKU 127390207_NP-1034526328 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Not Specified Processor Intel Core i5 Generation 10th CPU Cores Quad Core
"Dell Vostro 3510 i5 11th Gen / 8GB RAM / 512GB HDD / 15.6"" FHD Display",0,0,Brand No Brand SKU 117365587_NP-1032161788 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i5 Generation 11th CPU Cores Hexa Core
"ASUS Vivobook Q530V | Intel i7-13620H processor | 16GB DDR5 RAM | 512GB SSD | GPU RTX 3050 with 6GB | 15.6"" FHD OLED Display | Backlit Keyboard | Fingerprint | Thunderbolt 4 |",0,0,Brand No Brand SKU 130074499_NP-1037978049 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 512GB Processor Intel Core i7 Generation 13th
Acer Aspire Lite (Intel Core i3 N300 Processor | 8GB DDR5 RAM | 512GB NVMe Gen4 SSD | 14-inch WUXGA (1920 x 1200) Display,0,0,Brand No Brand SKU 129768033_NP-1037611741 CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. N23g1 Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card Intel Integrated Battery Life 6-10 Hour Storage Capacity 512GB Processor Intel Core i3 Storage Type SSD Touch No Graphics memory Integrated Graphics Card
HP 240 G9 Notebook With I7 Processor 8 GB RAM 512 GB SSD 14 Inch 12th Gen,0,0,Brand No Brand SKU 129508715_NP-1037471276 CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. HP G240 G9 Storage Capacity 512GB Processor Intel Core i7 Graphics memory Not Specified Generation 12th
Acer Aspire 5 Ryzen 7 5700U / 8GB RAM /512gb nvme ssd / 15.6″ FHD IPS Display,0,0,Brand No Brand SKU 129167122_NP-1037188039 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor AMD Generation Not Specified
"Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021/Backlit/Onyx Grey/2.32Kg)",0,0,Brand No Brand SKU 128941116_NP-1036892017 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Generation 12th
"Lenovo IP Slim 3 Core i5 13th Gen 13420H/ 8GB DDR 5 RAM/512 GB SSD/15.6"" FHD/Win 11",0,0,Brand No Brand SKU 128896765_NP-1036843914 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
"Dell Inspiron 14 Plus 7420 Intel Core I7 12TH Gen 16GB RAM 512GB SSD 14.1"" 2K Display Intel Iris Xe Backlit Fingerprint",0,0,Brand No Brand SKU 125296288_NP-1034015004 Battery Life 1-5 Hour Ram Memory 16GB Graphic Card Intel Integrated Operating System Windows Generation 12th CPU Cores Not Specified Storage Capacity 512GB Touch No Storage Type SSD Touch Pad Yes Display Size 14.1 Inch Camera Front (Megapixels) Below 5 MP Input Output ports HDMI AC Adapter Yes Graphics memory Not Specified Processor Intel Core i7 Model No. INSPIRON 14 PLUS 7420
ASUS Zen Book 14 UX425EA Core i5-11th Gen/ 8GB RAM / 512GB SSD / 14'' FHD,0,0,Brand No Brand SKU 119173754_NP-1033530101 Storage Capacity 512GB Ram Memory 8GB Display Size 14 Inch Operating System Windows 10 Processor Intel Core i5 Generation 11th CPU Cores Quad Core
"Lenovo IdeaPad 3 15.6 Laptop, AMD Ryzen 5 3500U 8GB Memory, 256GB SSD, Windows 10",0,0,Brand No Brand SKU 120664033_NP-1032905573 Battery Life 6-10 Hour Ram Memory 8GB Graphic Card AMD Radeon Operating System Windows 10 Generation Not Specified CPU Cores Quad Core Storage Capacity 256GB Storage Type SSD Touch Pad No Display Size 15.6 Wireless Connectivity Wifi Processor Ryzen 5
Dell XPS 15 9530 - i9 13900H | 32GB | 1TB SSD | NVIDIA RTX 4060 8GB | Backlit Keyboard | Touch | 3.5K | Office | 2 Years Warranty,0,0,Brand No Brand SKU 128948045_NP-1036892195 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 32GB Storage Capacity 1TB Processor Core i9 Generation 13th
"Lenovo IdeaPad 3 2023 Intel Core i3-1215U, 6C (2P + 4E)- 8T / 16GB RAM / 256GB M.2 SSD / 14"" FHD display",0,0,
"Acer Aspire 5 i5 13th Generation 2023 - 8GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 14"" FHD Display - Steel Grey",0,0,Brand No Brand SKU 128841866_NP-1036784717 Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
"HP 15-ef1071wm 15.6"" (128GB SSD, AMD Athlon 3050U, 3.20GHz, 4GB RAM) Laptop with Mouse Sleeve - Silver",0,0,Brand No Brand SKU 117339170_NP-1032149280 Storage Capacity 128GB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows 10 Processor AMD Model No. 15-ef1071wm
Dell Inspiron 15 3530 i5 13th Gen - 1335U | 8GB | 512SSD | Intel UHD | FHD,0,0,Brand No Brand SKU 130182711_NP-1038083913 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. 3530 Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card Integrated Battery Life 6-10 Hour Storage Capacity 512GB Processor Intel Core i5 Storage Type SSD Touch No Generation 13th
HP Pavilion 15 (EH1052WM) | AMD Ryzen 5 5500U | 8GB RAM| 512GB SSD| Win 11,0,0,Brand No Brand SKU 130058599_NP-1037945978 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 5 Generation Not Specified
Lenovo IdeaPad 3 Gaming Laptop I5 12Th Gen /16Gb Ram /512Gb /RTX 3050 4GB_G6 15.6 FHD With Finger Print Sensor,0,0,Brand No Brand SKU 129991079_NP-1037858086 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Lenovo ThinkPad Z16 Ryzen 7 Pro 6850H /16GB DDR5 6400Mhz/ 512GB SSD/16"" (1920X1200) IPS/Backlit/Win 11 Professional",0,0,
Lenovo IdeaPad Slim 3 13th Gen 13420H Intel Core i5 – 8GB DDR5 RAM – 512GB NVMe SSD – Intel Iris Xe Graphics – 15.6″ FHD TN Display – Arctic Grey,0,0,Brand No Brand SKU 128839896_NP-1036796092 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
ASUS Zenbook S 13 OLED - UX5304VA,0,0,
Dell Vostro 3400 Core i3 11th Gen 8GB RAM 256GB SSD Integrated Graphics 14” FHD Display,0,0,Brand No Brand SKU 119737610_NP-1032754366 Storage Capacity 256GB Ram Memory 8GB Display Size 14 Inch Operating System Windows Processor Intel Core i3 Generation 11th CPU Cores Quad Core
"LENOVO IDEAPAD 3 RYZEN 5-5500U/8GB RAM/256GB NVME SSD/15.6""FHD/WIN 11/BACKLIT AND FINGERPRINT/LAPTOP/ BUSINESS LAPTOP/BEST LAPTOP",0,0,Brand No Brand SKU 116020974_NP-1031726908 Storage Capacity 256GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Generation 11th Processor Ryzen 5 CPU Cores Hexa Core
HP Probook 440 G10 I5/13th Gen/8GB RAM/512GB SSD/14 FHD,0,0,Brand No Brand SKU 128309303_NP-1035564739 Display Size 14 Inch Operating System Windows CPU Cores Hexa Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
Acer A515-45-R2KO Processor: AMD Ryzen5 Memory: 8GB DDR RAM Storage: 256 SSD Screen: 15.6” FHD OS: Win 11,0,0,Brand No Brand SKU 123729463_NP-1033600385 Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor Ryzen 5 Generation 10th CPU Cores Quad Core
HP Laptop 240 G7 14 inch Display 10th Gen Intel Core i3 8GB RAM 128GB NVMe+500GB HDD SATA Windows 10 Pro 64-bit (Black),0,0,Brand No Brand SKU 130100692_NP-1038000189 CPU Speed (GHz) 1.5 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) Below 5 MP Model No. HP 240 G7 Touch Pad No Input Output ports USB 3.0 AC Adapter Yes Graphic Card Intel Battery Life 6-10 Hour Storage Capacity 500GB Processor Intel Core i3 Storage Type HDD Touch No Graphics memory 1GB & Under Generation 10th
"DELL VOSTRO 14""-3430 | 13th gen I5-1335U |8GB | 512 SSD | 1yrs warranty",0,0,
"Lenovo Legion Pro 5i / i9-13900HX / RTX 4070 8GB / 16GB RAM / 1TB SSD / 16"" Display 240Hz",0,0,Brand No Brand SKU 128476838_NP-1035968878 Display Size Not Specified Operating System Windows RAM Memory 16GB storage_capacity_new 1TB Processor Intel Core i9 Generation 13th
"Dell Vostro 3520 i5 12th Gen 8GB 256ssd 15.6"" Laptop",0,0,Brand No Brand SKU 128430966_NP-1035917470 Display Size 15.6 Inch Operating System DOS CPU Cores Deca Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th Warranty Policy EN As per the terms and conditions mentioned on the warrant card.
Lenovo V15 With Ryzen 7 5700U Processor 15.6 Inch FHD Display 16GB RAM 512GB ROM,0,0,Brand No Brand SKU 128219952_NP-1035362424 Ram Memory 16GB Operating System Windows Generation Not Specified CPU Cores Octa Core Storage Capacity 512GB Touch No Display Size 15.6 Inch Processor Ryzen 7 Model No. Lenovo V15
Lenovo V15 Intel Celeron Processor 4 GB RAM 128 GB SSD 15.6 inch Black,0,0,Brand No Brand SKU 125363116_NP-1034028030 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows Generation 9th Processor Intel Celeron CPU Cores Dual Core
MSI Note Book Modern 14 B10MW,0,0,Brand No Brand SKU 119766945_NP-1032751936 Storage Capacity 256GB Ram Memory 8GB Display Size Not Specified Operating System Not Specified Generation 10th Processor Intel Core i5 CPU Cores Not Specified
Lenovo IdeaPad 5 Pro 14ITL6 D 82L3009MIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10/ ),0,0,Brand No Brand SKU 113467307_NP-1030837618 Ram Memory 16GB Operating System Windows 10 Generation 11th CPU Cores Quad Core Storage Capacity 512GB Display Size 14 Inch Processor Intel Core i5
HP Elitebook 830 G8 Business Laptop / Intel Core i7/ 16GB RAM/ 512GB SSD/ 3 Yrs Warranty,0,0,
"Dell Vostro 3400 Core i5 11th Gen / 2GB Nvedia MX330 GFX/16 GB RAM/ 256GB SSD+ 1 TB HDD/14"" Display",0,0,Brand No Brand SKU 128902756_NP-1036848228 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 16GB Storage Capacity 1TB + 256GB Processor Intel Core i5 Generation 11th
RYZEN 5 15S -EQ2116AU 8GB 512GB SSD 15″,0,0,Brand No Brand SKU 125692991_NP-1034079747 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 5 Generation Not Specified
HP Laptop 15S-EQ2116AU| AMD Ryzen 5 5500U| 512GB SSD| 8GB DDR4 RAM| 15.6 Inches FHD,0,0,Brand No Brand SKU 125649324_NP-1034073815 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor AMD Generation 11th CPU Cores Quad Core Model No. HP NOTEBOOK 15S EQ2116AU
"ASUS E410M - 10th Gen, Celeron, 4 GB, 128 GB, 14"", 8 Hour, BLACK, BLUE, GENUINE WIN 10",0,0,Brand No Brand SKU 122782518_NP-1033384054 Battery Life 6-10 Hour Graphic Card Integrated Ram Memory 4GB Operating System Windows 10 Generation 10th CPU Cores Not Specified Storage Capacity 128GB Storage Type SSD Display Size 14 Inch Wireless Connectivity WIFI + Bluetooth AC Adapter Yes Processor Intel Model No. E410M
Dell Inspiron 15 3535 - Ryzen 3 7320U | 8GB | 512GB | Radeon Graphics | FHD,0,0,Brand No Brand SKU 130192503_NP-1038103023 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. 3535 Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card AMD Radeon Battery Life 1-5 Hour Storage Capacity 512GB Processor Ryzen 3 Quad Core Storage Type SSD Touch No Graphics memory Integrated Graphics Card Generation Warranty Policy EN
"Acer Nitro V 15 Core i5 13320H 13th Gen/ 8GB DDR5 RAM/ 512GB SSD /15.6 "" FHD 144HZ IPS Display/ NVidia RTX 3050 6GB GFX/ Backlit Keyboard//Win 11",0,0,
HP Pavilion Ryzen 5 5500U 16Gb Ram 512GB SSD 15.6 Inch,0,0,Brand No Brand SKU 129568827_NP-1037514113 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 16GB Camera Front (Megapixels) 6-10 MP Model No. Pavillion Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card AMD Radeon Battery Life 6-10 Hour Storage Capacity 512GB Processor AMD Storage Type SSD Touch No Graphics memory 4GB Generation 13th Warranty Policy EN Except Water And Physical Damage
HP Laptop 15s-fq5295nia intel Core i5-1235U 12th GEN 8GB Ram 512GB SD 15.6 FHD Display,0,0,Brand No Brand SKU 129153798_NP-1037168903 Display Size 15.6 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
Dell Vostro 3520 i5 11th 8GB 256GB 15.6 FHD,0,0,
"ASPIRE 5 i3 12th Gen / 4GB RAM / 256GB SSD / 15.6"" HD DISPLAY",0,0,Brand No Brand SKU 125679605_NP-1034080395 Display Size 15.6 Inch CPU Cores Quad Core Ram Memory 4GB Storage Capacity 256GB Processor Intel Core i3 Operating System Windows Generation 12th
"Dell Vostro 3520 Intel Core i7-12th Gen 8GB 512GB SSD Nvidia MX550 Graphics 15.6""FHD",0,0,Brand No Brand SKU 125055342_NP-1033970213 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i7 Generation 12th CPU Cores Quad Core
Lenovo Thinkpad X13 Gen2 Laptop Intel Core i5 16GB RAM 128GB SSD Windows 10 Pro Genuine,0,0,Brand No Brand SKU 120221704_NP-1032830711 Ram Memory 16GB Operating System Windows 10 Generation 11th CPU Cores Quad Core Storage Capacity 128GB Display Size 13.3 Inch Processor Intel Core i5
"Dell Inspiron 3501 i5(1135G7)/8gb/256GB SSD 11th/15.6"" FHD/ irish Graphics/Win10 Laptop",0,0,Brand No Brand SKU 108625329_NP-1029314908 Graphic Card AMD Radeon Ram Memory 8GB Operating System Windows 10 Generation 11th CPU Cores Dual Core Storage Capacity 256GB Touch Pad Not Specified Display Size 14 Inch Graphics memory Not Specified Processor Intel Core i5
Dell Vostro 3520 | Core™ i5-1235U | GeForce MX 550 | 8GB RAM | 512GB SSD | 15.6″ FHD,0,0,Brand No Brand SKU 127786925_NP-1034747427 Battery Life 6-10 Hour Graphic Card NVIDIA Ram Memory 8GB Operating System Windows Generation 12th CPU Cores Deca Core Storage Capacity 512GB Storage Type SSD Touch Pad No CPU Speed (GHz) 4-5 Ghz Camera Front (Megapixels) 6-10 MP Display Size 15.6 Inch Wireless Connectivity WIFI + Bluetooth Graphics memory 2GB Processor Intel Core i5 Model No. Dell Vostro 3520
Acer Aspire 3 Core i5 12th Gen 8GB RAM 256GB SSD 15.6” FHD Display,0,0,Brand No Brand SKU 119736155_NP-1032754274 Storage Capacity 256GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i5 Generation 12th
HP Pavilion Laptop Intel Core i5-1135G7 (11th Gen) Intel Iris Xe 8GB 512GB SSD Windows 8 14-dv0543TU,0,0,Brand No Brand SKU 113463694_NP-1030854487 Ram Memory 8GB Operating System Windows 8 Generation 11th CPU Cores Dual Core Storage Capacity 512GB Touch No Storage Type SSD Touch Pad No Display Size 14 Inch Processor Intel Core i5 Model No. 14-dv0543TU
"Acer Aspire 3 2023 Ryzen 3 7320U 4GB RAM 256GB SSD 15.6"" FHD Display",0,0,Brand No Brand SKU 129382948_NP-1037386473 Display Size 15 Inch Operating System Windows CPU Cores Hexa Core Ram Memory 8GB Storage Capacity 256GB Processor AMD Generation 13th Warranty Policy EN Except Physical warranty
Dell Inspiron 15 5510 - i5-11320H | 8GB RAM | 512GB SSD | Intel Iris Xe | FHD,0,0,
"Dell Vostro 3520 | 12th gen Intel Core i5 | 8GB RAM 256GB SSD | 15.6"" FHD | Integrated Intel Graphics | Black",0,0,Brand No Brand SKU 129009882_NP-1037021122 Display Size 15.6 Inch Operating System No OS CPU Cores Deca Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th Warranty Policy EN HOLOGRAM SHOULD NOT BE TEMPERED TO AVAIL WARRANTY. NO PHYSICAL WARRANTY. 6 MONTHS BATTERY AND CHARGER WARRANTY.
Dell Vostro 3510 Core i3 11th Gen 4GB RAM 256GB HDD 15.6” FHD Display,0,0,Brand No Brand SKU 119731627_NP-1032751311 Storage Capacity 256GB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i3 Generation 11th CPU Cores Quad Core
"Lenovo V14 G2 ITL 82KA00KNUS 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB RAM - 256 GB SSD - Black",0,0,Brand No Brand SKU 118133880_NP-1032386479 Storage Capacity 256GB Ram Memory 8GB Display Size 14 Inch Operating System Windows Generation 11th Processor Core i5 CPU Cores Not Specified
Dell Latitude 5490 i5-8th Gen 8GB 256 M.2 SSD 14″ Business Notebook,0,0,
"Lenovo IdeaPad 3 2023 Intel Core i3-1215U, 6C (2P + 4E)- 8T / 16GB RAM / 512GB M.2 SSD / 14"" FHD display",0,0,
"MI Notebook Pro I5-11300H-11th gen-16GB ram/ 512 GB SSD- 14""QHd 2.5k display- backlit keyboard-fingerprint sensor",0,0,Brand No Brand SKU 117548582_NP-1032226125 Display Size 14 Inch CPU Cores Quad Core Ram Memory 16GB Storage Capacity 512GB Processor Intel Core i5 Operating System Windows Generation 11th Camera Front (Megapixels) Below 5 MP Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card Intel Battery Life 11-15 Hour Storage Type SSD Touch No CPU Speed (GHz) 2-3GHz Wireless Connectivity Wifi
Lenovo Flex 5 Ryzen 3 4GB/128GB Professional Laptop,0,0,Brand No Brand SKU 116269878_NP-1031805026 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 4GB Storage Capacity 128GB Processor Ryzen 3 Quad Core Generation 11th
HP Pavilon 15eg (12th Gen Intel Core i5-1235U Processor | 8GB DDR4 RAM | 512GB M.2 NVMe SSD | NVIDIA 2GB Graphics | 15.6-inch FHD (1920 x 1080p) Display |,0,0,Brand No Brand SKU 130056555_NP-1037955722 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
